No,Name,Type1,Type2,Height,Weight,Legendary
578,Duosion,Psychic,,0.6,8.0,0
579,Reuniclus,Psychic,,1.0,20.1,0
580,Ducklett,Water,Flying,0.5,5.5,0
581,Swanna,Water,Flying,1.3,24.2,0
582,Vanillite,Ice,,0.4,5.7,0
583,Vanillish,Ice,,1.1,41.0,0
584,Vanilluxe,Ice,,1.3,57.5,0
585,Deerling,Normal,Grass,0.6,19.5,0
586,Sawsbuck,Normal,Grass,1.9,92.5,0
587,Emolga,Electric,Flying,0.4,5.0,0
588,Karrablast,Bug,,0.5,5.9,0
589,Escavalier,Bug,Steel,1.0,33.0,0
590,Foongus,Grass,Poison,0.2,1.0,0
591,Amoonguss,Grass,Poison,0.6,10.5,0
592,Frillish-male,Water,Ghost,1.2,33.0,0
593,Jellicent-male,Water,Ghost,2.2,135.0,0
594,Alomomola,Water,,1.2,31.6,0
595,Joltik,Bug,Electric,0.1,0.6,0
596,Galvantula,Bug,Electric,0.8,14.3,0
597,Ferroseed,Grass,Steel,0.6,18.8,0
598,Ferrothorn,Grass,Steel,1.0,110.0,0
599,Klink,Steel,,0.3,21.0,0
600,Klang,Steel,,0.6,51.0,0
601,Klinklang,Steel,,0.6,81.0,0
602,Tynamo,Electric,,0.2,0.3,0
603,Eelektrik,Electric,,1.2,22.0,0
604,Eelektross,Electric,,2.1,80.5,0
605,Elgyem,Psychic,,0.5,9.0,0
606,Beheeyem,Psychic,,1.0,34.5,0
607,Litwick,Ghost,Fire,0.3,3.1,0
608,Lampent,Ghost,Fire,0.6,13.0,0
609,Chandelure,Ghost,Fire,1.0,34.3,0
610,Axew,Dragon,,0.6,18.0,0
611,Fraxure,Dragon,,1.0,36.0,0
612,Haxorus,Dragon,,1.8,105.5,0
613,Cubchoo,Ice,,0.5,8.5,0
614,Beartic,Ice,,2.6,260.0,0
615,Cryogonal,Ice,,1.1,148.0,0
616,Shelmet,Bug,,0.4,7.7,0
617,Accelgor,Bug,,0.8,25.3,0
618,Stunfisk,Ground,Electric,0.7,11.0,0
619,Mienfoo,Fighting,,0.9,20.0,0
620,Mienshao,Fighting,,1.4,35.5,0
621,Druddigon,Dragon,,1.6,139.0,0
622,Golett,Ground,Ghost,1.0,92.0,0
623,Golurk,Ground,Ghost,2.8,330.0,0
624,Pawniard,Dark,Steel,0.5,10.2,0
625,Bisharp,Dark,Steel,1.6,70.0,0
626,Bouffalant,Normal,,1.6,94.6,0
627,Rufflet,Normal,Flying,0.5,10.5,0
628,Braviary,Normal,Flying,1.5,41.0,0
629,Vullaby,Dark,Flying,0.5,9.0,0
630,Mandibuzz,Dark,Flying,1.2,39.5,0
631,Heatmor,Fire,,1.4,58.0,0
632,Durant,Bug,Steel,0.3,33.0,0
633,Deino,Dark,Dragon,0.8,17.3,0
634,Zweilous,Dark,Dragon,1.4,50.0,0
635,Hydreigon,Dark,Dragon,1.8,160.0,0
636,Larvesta,Bug,Fire,1.1,28.8,0
637,Volcarona,Bug,Fire,1.6,46.0,0
638,Cobalion,Steel,Fighting,2.1,250.0,1
639,Terrakion,Rock,Fighting,1.9,260.0,1
640,Virizion,Grass,Fighting,2.0,200.0,1
641,Tornadus-incarnate,Flying,,1.5,63.0,1
642,Thundurus-incarnate,Electric,Flying,1.5,61.0,1
643,Reshiram,Dragon,Fire,3.2,330.0,1
644,Zekrom,Dragon,Electric,2.9,345.0,1
645,Landorus-incarnate,Ground,Flying,1.5,68.0,1
646,Kyurem,Dragon,Ice,3.0,325.0,1
647,Keldeo-ordinary,Water,Fighting,1.4,48.5,1
648,Meloetta-aria,Normal,Psychic,0.6,6.5,1
649,Genesect,Bug,Steel,1.5,82.5,1
650,Chespin,Grass,,0.4,9.0,0
651,Quilladin,Grass,,0.7,29.0,0
652,Chesnaught,Grass,Fighting,1.6,90.0,0
653,Fennekin,Fire,,0.4,9.4,0
654,Braixen,Fire,,1.0,14.5,0
655,Delphox,Fire,Psychic,1.5,39.0,0
656,Froakie,Water,,0.3,7.0,0
657,Frogadier,Water,,0.6,10.9,0
658,Greninja,Water,Dark,1.5,40.0,0
659,Bunnelby,Normal,,0.4,5.0,0
660,Diggersby,Normal,Ground,1.0,42.4,0
661,Fletchling,Normal,Flying,0.3,1.7,0
662,Fletchinder,Fire,Flying,0.7,16.0,0
663,Talonflame,Fire,Flying,1.2,24.5,0
664,Scatterbug,Bug,,0.3,2.5,0
665,Spewpa,Bug,,0.3,8.4,0
666,Vivillon,Bug,Flying,1.2,17.0,0
667,Litleo,Fire,Normal,0.6,13.5,0
668,Pyroar-male,Fire,Normal,1.5,81.5,0
669,Flabebe,Fairy,,0.1,0.1,0
670,Floette,Fairy,,0.2,0.9,0
671,Florges,Fairy,,1.1,10.0,0
672,Skiddo,Grass,,0.9,31.0,0
673,Gogoat,Grass,,1.7,91.0,0
674,Pancham,Fighting,,0.6,8.0,0
675,Pangoro,Fighting,Dark,2.1,136.0,0
676,Furfrou,Normal,,1.2,28.0,0
677,Espurr,Psychic,,0.3,3.5,0
678,Meowstic-male,Psychic,,0.6,8.5,0
679,Honedge,Steel,Ghost,0.8,2.0,0
680,Doublade,Steel,Ghost,0.8,4.5,0
681,Aegislash-shield,Steel,Ghost,1.7,53.0,0
682,Spritzee,Fairy,,0.2,0.5,0
683,Aromatisse,Fairy,,0.8,15.5,0
684,Swirlix,Fairy,,0.4,3.5,0
685,Slurpuff,Fairy,,0.8,5.0,0
686,Inkay,Dark,Psychic,0.4,3.5,0
687,Malamar,Dark,Psychic,1.5,47.0,0
688,Binacle,Rock,Water,0.5,31.0,0
689,Barbaracle,Rock,Water,1.3,96.0,0
690,Skrelp,Poison,Water,0.5,7.3,0
691,Dragalge,Poison,Dragon,1.8,81.5,0
692,Clauncher,Water,,0.5,8.3,0
693,Clawitzer,Water,,1.3,35.3,0
694,Helioptile,Electric,Normal,0.5,6.0,0
695,Heliolisk,Electric,Normal,1.0,21.0,0
696,Tyrunt,Rock,Dragon,0.8,26.0,0
697,Tyrantrum,Rock,Dragon,2.5,270.0,0
698,Amaura,Rock,Ice,1.3,25.2,0
699,Aurorus,Rock,Ice,2.7,225.0,0
700,Sylveon,Fairy,,1.0,23.5,0
701,Hawlucha,Fighting,Flying,0.8,21.5,0
702,Dedenne,Electric,Fairy,0.2,2.2,0
703,Carbink,Rock,Fairy,0.3,5.7,0
704,Goomy,Dragon,,0.3,2.8,0
705,Sliggoo,Dragon,,0.8,17.5,0
706,Goodra,Dragon,,2.0,150.5,0
707,Klefki,Steel,Fairy,0.2,3.0,0
708,Phantump,Ghost,Grass,0.4,7.0,0
709,Trevenant,Ghost,Grass,1.5,71.0,0
710,Pumpkaboo-average,Ghost,Grass,0.4,5.0,0
711,Gourgeist-average,Ghost,Grass,0.9,12.5,0
712,Bergmite,Ice,,1.0,99.5,0
713,Avalugg,Ice,,2.0,505.0,0
714,Noibat,Flying,Dragon,0.5,8.0,0
715,Noivern,Flying,Dragon,1.5,85.0,0
716,Xerneas,Fairy,,3.0,215.0,1
717,Yveltal,Dark,Flying,5.8,203.0,1
718,Zygarde-50,Dragon,Ground,5.0,305.0,1
719,Diancie,Rock,Fairy,0.7,8.8,1
720,Hoopa,Psychic,Ghost,0.5,9.0,1
721,Volcanion,Fire,Water,1.7,195.0,1
722,Rowlet,Grass,Flying,0.3,1.5,0
723,Dartrix,Grass,Flying,0.7,16.0,0
724,Decidueye,Grass,Ghost,1.6,36.6,0
725,Litten,Fire,,0.4,4.3,0
726,Torracat,Fire,,0.7,25.0,0
727,Incineroar,Fire,Dark,1.8,83.0,0
728,Popplio,Water,,0.4,7.5,0
729,Brionne,Water,,0.6,17.5,0
730,Primarina,Water,Fairy,1.8,44.0,0
731,Pikipek,Normal,Flying,0.3,1.2,0
732,Trumbeak,Normal,Flying,0.6,14.8,0
733,Toucannon,Normal,Flying,1.1,26.0,0
734,Yungoos,Normal,,0.4,6.0,0
735,Gumshoos,Normal,,0.7,14.2,0
736,Grubbin,Bug,,0.4,4.4,0
737,Charjabug,Bug,Electric,0.5,10.5,0
738,Vikavolt,Bug,Electric,1.5,45.0,0
739,Crabrawler,Fighting,,0.6,7.0,0
740,Crabominable,Fighting,Ice,1.7,180.0,0
741,Oricorio-baile,Fire,Flying,0.6,3.4,0
742,Cutiefly,Bug,Fairy,0.1,0.2,0
743,Ribombee,Bug,Fairy,0.2,0.5,0
744,Rockruff,Rock,,0.5,9.2,0
745,Lycanroc-midday,Rock,,0.8,25.0,0
746,Wishiwashi-solo,Water,,0.2,0.3,0
747,Mareanie,Poison,Water,0.4,8.0,0
748,Toxapex,Poison,Water,0.7,14.5,0
749,Mudbray,Ground,,1.0,110.0,0
750,Mudsdale,Ground,,2.5,920.0,0
751,Dewpider,Water,Bug,0.3,4.0,0
752,Araquanid,Water,Bug,1.8,82.0,0
753,Fomantis,Grass,,0.3,1.5,0
754,Lurantis,Grass,,0.9,18.5,0
755,Morelull,Grass,Fairy,0.2,1.5,0
756,Shiinotic,Grass,Fairy,1.0,11.5,0
757,Salandit,Poison,Fire,0.6,4.8,0
758,Salazzle,Poison,Fire,1.2,22.2,0
759,Stufful,Normal,Fighting,0.5,6.8,0
760,Bewear,Normal,Fighting,2.1,135.0,0
761,Bounsweet,Grass,,0.3,3.2,0
762,Steenee,Grass,,0.7,8.2,0
763,Tsareena,Grass,,1.2,21.4,0
764,Comfey,Fairy,,0.1,0.3,0
765,Oranguru,Normal,Psychic,1.5,76.0,0
766,Passimian,Fighting,,2.0,82.8,0
767,Wimpod,Bug,Water,0.5,12.0,0
768,Golisopod,Bug,Water,2.0,108.0,0
769,Sandygast,Ghost,Ground,0.5,70.0,0
770,Palossand,Ghost,Ground,1.3,250.0,0
771,Pyukumuku,Water,,0.3,1.2,0
772,Type-null,Normal,,1.9,120.5,1
773,Silvally,Normal,,2.3,100.5,1
774,Minior-red-meteor,Rock,Flying,0.3,40.0,0
775,Komala,Normal,,0.4,19.9,0
776,Turtonator,Fire,Dragon,2.0,212.0,0
777,Togedemaru,Electric,Steel,0.3,3.3,0
778,Mimikyu-disguised,Ghost,Fairy,0.2,0.7,0
779,Bruxish,Water,Psychic,0.9,19.0,0
780,Drampa,Normal,Dragon,3.0,185.0,0
781,Dhelmise,Ghost,Grass,3.9,210.0,0
782,Jangmo-o,Dragon,,0.6,29.7,0
783,Hakamo-o,Dragon,Fighting,1.2,47.0,0
784,Kommo-o,Dragon,Fighting,1.6,78.2,0
785,Tapu-koko,Electric,Fairy,1.8,20.5,1
786,Tapu-lele,Psychic,Fairy,1.2,18.6,1
787,Tapu-bulu,Grass,Fairy,1.9,45.5,1
788,Tapu-fini,Water,Fairy,1.3,21.2,1
789,Cosmog,Psychic,,0.2,0.1,1
790,Cosmoem,Psychic,,0.1,999.9,1
791,Solgaleo,Psychic,Steel,3.4,230.0,1
792,Lunala,Psychic,Ghost,4.0,120.0,1
793,Nihilego,Rock,Poison,1.2,55.5,0
794,Buzzwole,Bug,Fighting,2.4,333.6,0
795,Pheromosa,Bug,Fighting,1.8,25.0,0
796,Xurkitree,Electric,,3.8,100.0,0
797,Celesteela,Steel,Flying,9.2,999.9,0
798,Kartana,Grass,Steel,0.3,0.1,0
799,Guzzlord,Dark,Dragon,5.5,888.0,0
800,Necrozma,Psychic,,2.4,230.0,1
801,Magearna,Steel,Fairy,1.0,80.5,1
802,Marshadow,Fighting,Ghost,0.7,22.2,1
803,Poipole,Poison,,0.6,1.8,0
804,Naganadel,Poison,Dragon,3.6,150.0,0
805,Stakataka,Rock,Steel,5.5,820.0,0
806,Blacephalon,Fire,Ghost,1.8,13.0,0
807,Zeraora,Electric,,1.5,44.5,1
808,Meltan,Steel,,0.2,8.0,1
809,Melmetal,Steel,,2.5,800.0,1
810,Grookey,Grass,,0.3,5.0,0
811,Thwackey,Grass,,0.7,14.0,0
812,Rillaboom,Grass,,2.1,90.0,0
813,Scorbunny,Fire,,0.3,4.5,0
814,Raboot,Fire,,0.6,9.0,0
815,Cinderace,Fire,,1.4,33.0,0
816,Sobble,Water,,0.3,4.0,0
817,Drizzile,Water,,0.7,11.5,0
818,Inteleon,Water,,1.9,45.2,0
819,Skwovet,Normal,,0.3,2.5,0
820,Greedent,Normal,,0.6,6.0,0
821,Rookidee,Flying,,0.2,1.8,0
822,Corvisquire,Flying,,0.8,16.0,0
823,Corviknight,Flying,Steel,2.2,75.0,0
824,Blipbug,Bug,,0.4,8.0,0
825,Dottler,Bug,Psychic,0.4,19.5,0
826,Orbeetle,Bug,Psychic,0.4,40.8,0
827,Nickit,Dark,,0.6,8.9,0
828,Thievul,Dark,,1.2,19.9,0
829,Gossifleur,Grass,,0.4,2.2,0
830,Eldegoss,Grass,,0.5,2.5,0
831,Wooloo,Normal,,0.6,6.0,0
832,Dubwool,Normal,,1.3,43.0,0
833,Chewtle,Water,,0.3,8.5,0
834,Drednaw,Water,Rock,1.0,115.5,0
835,Yamper,Electric,,0.3,13.5,0
836,Boltund,Electric,,1.0,34.0,0
837,Rolycoly,Rock,,0.3,12.0,0
838,Carkol,Rock,Fire,1.1,78.0,0
839,Coalossal,Rock,Fire,2.8,310.5,0
840,Applin,Grass,Dragon,0.2,0.5,0
841,Flapple,Grass,Dragon,0.3,1.0,0
842,Appletun,Grass,Dragon,0.4,13.0,0
843,Silicobra,Ground,,2.2,7.6,0
844,Sandaconda,Ground,,3.8,65.5,0
845,Cramorant,Flying,Water,0.8,18.0,0
846,Arrokuda,Water,,0.5,1.0,0
847,Barraskewda,Water,,1.3,30.0,0
848,Toxel,Electric,Poison,0.4,11.0,0
849,Toxtricity-amped,Electric,Poison,1.6,40.0,0
850,Sizzlipede,Fire,Bug,0.7,1.0,0
851,Centiskorch,Fire,Bug,3.0,120.0,0
852,Clobbopus,Fighting,,0.6,4.0,0
853,Grapploct,Fighting,,1.6,39.0,0
854,Sinistea,Ghost,,0.1,0.2,0
855,Polteageist,Ghost,,0.2,0.4,0
856,Hatenna,Psychic,,0.4,3.4,0
857,Hattrem,Psychic,,0.6,4.8,0
858,Hatterene,Psychic,Fairy,2.1,5.1,0
859,Impidimp,Dark,Fairy,0.4,5.5,0
860,Morgrem,Dark,Fairy,0.8,12.5,0
861,Grimmsnarl,Dark,Fairy,1.5,61.0,0
862,Obstagoon,Dark,Normal,1.6,46.0,0
863,Perrserker,Steel,,0.8,28.0,0
864,Cursola,Ghost,,1.0,0.4,0
865,Sirfetchd,Fighting,,0.8,117.0,0
866,Mr-rime,Ice,Psychic,1.5,58.2,0
867,Runerigus,Ground,Ghost,1.6,66.6,0
868,Milcery,Fairy,,0.2,0.3,0
869,Alcremie,Fairy,,0.3,0.5,0
870,Falinks,Fighting,,3.0,62.0,0
871,Pincurchin,Electric,,0.3,1.0,0
872,Snom,Ice,Bug,0.3,3.8,0
873,Frosmoth,Ice,Bug,1.3,42.0,0
874,Stonjourner,Rock,,2.5,520.0,0
875,Eiscue-ice,Ice,,1.4,89.0,0
876,Indeedee-male,Psychic,Normal,0.9,28.0,0
877,Morpeko-full-belly,Electric,Dark,0.3,3.0,0
878,Cufant,Steel,,1.2,100.0,0
879,Copperajah,Steel,,3.0,650.0,0
880,Dracozolt,Electric,Dragon,1.8,190.0,0
881,Arctozolt,Electric,Ice,2.3,150.0,0
882,Dracovish,Water,Dragon,2.3,215.0,0
883,Arctovish,Water,Ice,2.0,175.0,0
884,Duraludon,Steel,Dragon,1.8,40.0,0
885,Dreepy,Dragon,Ghost,0.5,2.0,0
886,Drakloak,Dragon,Ghost,1.4,11.0,0
887,Dragapult,Dragon,Ghost,3.0,50.0,0
888,Zacian,Fairy,,2.8,110.0,1
889,Zamazenta,Fighting,,2.9,210.0,1
890,Eternatus,Poison,Dragon,20.0,950.0,1
891,Kubfu,Fighting,,0.6,12.0,1
892,Urshifu-single-strike,Fighting,Dark,1.9,105.0,1
893,Zarude,Dark,Grass,1.8,70.0,1
894,Regieleki,Electric,,1.2,145.0,1
895,Regidrago,Dragon,,2.1,200.0,1
896,Glastrier,Ice,,2.2,800.0,1
897,Spectrier,Ghost,,2.0,44.5,1
898,Calyrex,Psychic,Grass,1.1,7.7,1
899,Wyrdeer,Normal,Psychic,1.8,95.1,0
900,Kleavor,Bug,Rock,1.8,89.0,0
901,Ursaluna,Ground,Normal,2.4,290.0,0
902,Basculegion-male,Water,Ghost,3.0,110.0,0
903,Sneasler,Fighting,Poison,1.3,43.0,0
904,Overqwil,Dark,Poison,2.5,60.5,0
905,Enamorus-incarnate,Fairy,Flying,1.6,48.0,1
906,Sprigatito,Grass,,0.4,4.1,0
907,Floragato,Grass,,0.9,12.2,0
908,Meowscarada,Grass,Dark,1.5,31.2,0
909,Fuecoco,Fire,,0.4,9.8,0
910,Crocalor,Fire,,1.0,30.7,0
911,Skeledirge,Fire,Ghost,1.6,326.5,0
912,Quaxly,Water,,0.5,6.1,0
913,Quaxwell,Water,,1.2,21.5,0
914,Quaquaval,Water,Fighting,1.8,61.9,0
915,Lechonk,Normal,,0.5,10.2,0
916,Oinkologne-male,Normal,,1.0,120.0,0
917,Tarountula,Bug,,0.3,4.0,0
918,Spidops,Bug,,1.0,16.5,0
919,Nymble,Bug,,0.2,1.0,0
920,Lokix,Bug,Dark,1.0,17.5,0
921,Pawmi,Electric,,0.3,2.5,0
922,Pawmo,Electric,Fighting,0.4,6.5,0
923,Pawmot,Electric,Fighting,0.9,41.0,0
924,Tandemaus,Normal,,0.3,1.8,0
925,Maushold-family-of-four,Normal,,0.3,2.8,0
926,Fidough,Fairy,,0.3,10.9,0
927,Dachsbun,Fairy,,0.5,14.9,0
928,Smoliv,Grass,Normal,0.3,6.5,0
929,Dolliv,Grass,Normal,0.6,11.9,0
930,Arboliva,Grass,Normal,1.4,48.2,0
931,Squawkabilly-green-plumage,Normal,Flying,0.6,2.4,0
932,Nacli,Rock,,0.4,16.0,0
933,Naclstack,Rock,,0.6,105.0,0
934,Garganacl,Rock,,2.3,240.0,0
935,Charcadet,Fire,,0.6,10.5,0
936,Armarouge,Fire,Psychic,1.5,85.0,0
937,Ceruledge,Fire,Ghost,1.6,62.0,0
938,Tadbulb,Electric,,0.3,0.4,0
939,Bellibolt,Electric,,1.2,113.0,0
940,Wattrel,Electric,Flying,0.4,3.6,0
941,Kilowattrel,Electric,Flying,1.4,38.6,0
942,Maschiff,Dark,,0.5,16.0,0
943,Mabosstiff,Dark,,1.1,61.0,0
944,Shroodle,Poison,Normal,0.2,0.7,0
945,Grafaiai,Poison,Normal,0.7,27.2,0
946,Bramblin,Grass,Ghost,0.6,0.6,0
947,Brambleghast,Grass,Ghost,1.2,6.0,0
948,Toedscool,Ground,Grass,0.9,33.0,0
949,Toedscruel,Ground,Grass,1.9,58.0,0
950,Klawf,Rock,,1.3,79.0,0
951,Capsakid,Grass,,0.3,3.0,0
952,Scovillain,Grass,Fire,0.9,15.0,0
953,Rellor,Bug,,0.2,1.0,0
954,Rabsca,Bug,Psychic,0.3,3.5,0
955,Flittle,Psychic,,0.2,1.5,0
956,Espathra,Psychic,,1.9,90.0,0
957,Tinkatink,Fairy,Steel,0.4,8.9,0
958,Tinkatuff,Fairy,Steel,0.7,59.1,0
959,Tinkaton,Fairy,Steel,0.7,112.8,0
960,Wiglett,Water,,1.2,1.8,0
961,Wugtrio,Water,,1.2,5.4,0
962,Bombirdier,Flying,Dark,1.5,42.9,0
963,Finizen,Water,,1.3,60.2,0
964,Palafin-zero,Water,,1.3,60.2,0
965,Varoom,Steel,Poison,1.0,35.0,0
966,Revavroom,Steel,Poison,1.8,120.0,0
967,Cyclizar,Dragon,Normal,1.6,63.0,0
968,Orthworm,Steel,,2.5,310.0,0
969,Glimmet,Rock,Poison,0.7,8.0,0
970,Glimmora,Rock,Poison,1.5,45.0,0
971,Greavard,Ghost,,0.6,35.0,0
972,Houndstone,Ghost,,2.0,15.0,0
973,Flamigo,Flying,Fighting,1.6,37.0,0
974,Cetoddle,Ice,,1.2,45.0,0
975,Cetitan,Ice,,4.5,700.0,0
976,Veluza,Water,Psychic,2.5,90.0,0
977,Dondozo,Water,,12.0,220.0,0
978,Tatsugiri-curly,Dragon,Water,0.3,8.0,0
979,Annihilape,Fighting,Ghost,1.2,56.0,0
980,Clodsire,Poison,Ground,1.8,223.0,0
981,Farigiraf,Normal,Psychic,3.2,160.0,0
982,Dudunsparce-two-segment,Normal,,3.6,39.2,0
983,Kingambit,Dark,Steel,2.0,120.0,0
984,Great-tusk,Ground,Fighting,2.2,320.0,0
985,Scream-tail,Fairy,Psychic,1.2,8.0,0
986,Brute-bonnet,Grass,Dark,1.2,21.0,0
987,Flutter-mane,Ghost,Fairy,1.4,4.0,0
988,Slither-wing,Bug,Fighting,3.2,92.0,0
989,Sandy-shocks,Electric,Ground,2.3,60.0,0
990,Iron-treads,Ground,Steel,0.9,240.0,0
991,Iron-bundle,Ice,Water,0.6,11.0,0
992,Iron-hands,Fighting,Electric,1.8,380.7,0
993,Iron-jugulis,Dark,Flying,1.3,111.0,0
994,Iron-moth,Fire,Poison,1.2,36.0,0
995,Iron-thorns,Rock,Electric,1.6,303.0,0
996,Frigibax,Dragon,Ice,0.5,17.0,0
997,Arctibax,Dragon,Ice,0.8,30.0,0
998,Baxcalibur,Dragon,Ice,2.1,210.0,0
999,Gimmighoul,Ghost,,0.3,5.0,0
1000,Gholdengo,Steel,Ghost,1.2,30.0,0
1001,Wo-chien,Dark,Grass,1.5,74.2,1
1002,Chien-pao,Dark,Ice,1.9,152.2,1
1003,Ting-lu,Dark,Ground,2.7,699.7,1
1004,Chi-yu,Dark,Fire,0.4,4.9,1
1005,Roaring-moon,Dragon,Dark,2.0,380.0,0
1006,Iron-valiant,Fairy,Fighting,1.4,35.0,0
1007,Koraidon,Fighting,Dragon,2.5,303.0,1
1008,Miraidon,Electric,Dragon,3.5,240.0,1
1009,Walking-wake,Water,Dragon,3.5,280.0,0
1010,Iron-leaves,Grass,Psychic,1.5,125.0,0
1011,Dipplin,Grass,Dragon,0.4,9.7,0
1012,Poltchageist,Grass,Ghost,0.1,1.1,0
1013,Sinistcha,Grass,Ghost,0.2,2.2,0
1014,Okidogi,Poison,Fighting,1.8,92.2,1
1015,Munkidori,Poison,Psychic,1.0,12.2,1
1016,Fezandipiti,Poison,Fairy,1.4,30.1,1
1017,Ogerpon,Grass,,1.2,39.8,1
1018,Archaludon,Steel,Dragon,2.0,60.0,0
1019,Hydrapple,Grass,Dragon,1.8,93.0,0
1020,Gouging-fire,Fire,Dragon,3.5,590.0,0
1021,Raging-bolt,Electric,Dragon,5.2,480.0,0
1022,Iron-boulder,Rock,Psychic,1.5,162.5,0
1023,Iron-crown,Steel,Psychic,1.6,156.0,0
1024,Terapagos,Normal,,0.2,6.5,1
1025,Pecharunt,Poison,Ghost,0.3,0.3,1
